translation_source,lect,sound,sound_source,example,reference,full_reference
лук,М. Псеушхо,ʒ,ж,bʒənə,fieldwork,fieldwork
лук,Уляп,ʑ,жь,bʑən,fieldwork,fieldwork
лук,Вакожиле,ʑ,жь,bʑən,fieldwork,fieldwork
лук,Кургоковское,ʑ,жь,bʑən,fieldwork,fieldwork
лук,Ходзь,ẑ,жъ,bẑən,fieldwork,fieldwork
лук,Блечепсин,ʑ,жь,bʑən,fieldwork,fieldwork
лук,Хумара,ẑ,жъ,bẑən,fieldwork,fieldwork
лук,Инджиджишхо,ẑ,жъ,bẑən,fieldwork,fieldwork
лук,Эрсакон,ẑ,жъ,bẑən,fieldwork,fieldwork
лук,Жако,ẑ,жъ,bẑən,fieldwork,fieldwork
маленький,Хаджико,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Большой Кичмай,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Псебе,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Агуй-Шапсуг,k’ʷ,кIу,t͡sək’ʷənjaw,fieldwork,fieldwork
маленький,Псейтук,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Нешукай,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,М. Псеушхо,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Уляп,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Вакожиле,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Бесленей,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Ходзь,k’,кI,t͡sək’,fieldwork,fieldwork
маленький,Блечепсин,k’,кI,t͡sək’,fieldwork,fieldwork
маленький,Хумара,k’,кI,t͡sək’,fieldwork,fieldwork
маленький,Инджиджишхо,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Эрсакон,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
маленький,Жако,k’ʷ,кIу,t͡sək’ʷ,fieldwork,fieldwork
мокрый,Хаджико,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Большой Кичмай,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Агуй-Шапсуг,s’,сI,s’ənɐ,fieldwork,fieldwork
мокрый,Псейтук,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Нешукай,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,М. Псеушхо,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Уляп,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Вакожиле,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Ходзь,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Блечепсин,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Хумара,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Инджиджишхо,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Эрсакон,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
мокрый,Жако,t͡s’,цI,t͡s’ənɐ,fieldwork,fieldwork
молоко,Хаджико,t͡ɕ,ч,t͡ɕɐ,fieldwork,fieldwork
молоко,Большой Кичмай,t͡ɕ,ч,t͡ɕɐ,fieldwork,fieldwork
молоко,Агуй-Шапсуг,xʲ,х’,xʲɐ,fieldwork,fieldwork
молоко,Псейтук,ɕʰ,щh,ɕʰɐ,fieldwork,fieldwork
молоко,Нешукай,ɕʰ,щh,ɕʰɐ,fieldwork,fieldwork
молоко,М. Псеушхо,ʃ,ш,ʃɐ,fieldwork,fieldwork
молоко,Уляп,ɕ,щ,ɕɐ,fieldwork,fieldwork
молоко,Вакожиле,ɕ,щ,ɕɐ,fieldwork,fieldwork
молоко,Кургоковское,t͡ɕ,ч,t͡ɕɐ,fieldwork,fieldwork
молоко,Ходзь,ɕ,щ,ɕɐ,fieldwork,fieldwork
молоко,Блечепсин,ɕ,щ,ɕɐ,fieldwork,fieldwork
молоко,Хумара,ɕ,щ,ɕɐ,fieldwork,fieldwork
молоко,Инджиджишхо,ʃ,ш,ʃɐ,fieldwork,fieldwork
молоко,Эрсакон,ʃ,ш,ʃɐ,fieldwork,fieldwork
молоко,Жако,ʃ,ш,ʃɐ,fieldwork,fieldwork
мост,Хаджико,d͡ʑ,дж,ɬɐməd͡ʑ,fieldwork,fieldwork
мост,Большой Кичмай,d͡ʑ,дж,ɬɐməd͡ʑ,fieldwork,fieldwork
мост,Агуй-Шапсуг,d͡ʑ,дж,ɬɐməd͡ʑ,fieldwork,fieldwork
мост,Псейтук,d͡ʑ,дж,ɬɐməd͡ʑ,fieldwork,fieldwork
мост,Нешукай,d͡ʑ,дж,ɬɐməd͡ʑ,fieldwork,fieldwork
мост,М. Псеушхо,d͡ʑ,дж,ɬɐməd͡ʑ,fieldwork,fieldwork
мост,Уляп,ʑ,жь,ɬɐməʑ,fieldwork,fieldwork
мост,Вакожиле,ʑ,жь,ɬɐməʑ,fieldwork,fieldwork
мост,Кургоковское,d͡ʑ,дж,ɬɐməd͡ʑ,fieldwork,fieldwork
мост,Ходзь,ʑ,жь,ɬɐməʑ,fieldwork,fieldwork
мост,Блечепсин,ẑ,жъ,ɬɐməẑ,fieldwork,fieldwork
мост,Хумара,ʑ,жь,ɬɐməʑ,fieldwork,fieldwork
мост,Инджиджишхо,ʒ,ж,ɬɐməʒ,fieldwork,fieldwork
мост,Эрсакон,ʑ,жь,ɬɐməʑ,fieldwork,fieldwork
мост,Жако,ʒ,ж,ɬɐməʒ,fieldwork,fieldwork
мышь,Хаджико,t͡s,ц,t͡səʁʷɐ,fieldwork,fieldwork
мышь,Большой Кичмай,t͡s,ц,t͡səʁʷɐ,fieldwork,fieldwork
мышь,Агуй-Шапсуг,t͡s,ц,t͡səʁʷɐ,fieldwork,fieldwork
мышь,Псейтук,t͡s,ц,t͡səʁʷɐ,fieldwork,fieldwork
мышь,Нешукай,t͡s,ц,t͡səʁʷɐ,fieldwork,fieldwork
мышь,М. Псеушхо,t͡s,ц,t͡səʁʷɐ,fieldwork,fieldwork
мышь,Уляп,d͡z,дз,d͡zəʁʷɐ,fieldwork,fieldwork
мышь,Вакожиле,d͡z,дз,d͡zəʁʷɐ,fieldwork,fieldwork
мышь,Кургоковское,d͡z,дз,d͡zəʁʷɐ,fieldwork,fieldwork
мышь,Ходзь,d͡z,дз,d͡zəʁʷɐ,fieldwork,fieldwork
мышь,Блечепсин,d͡z,дз,d͡zəʁʷɐ,fieldwork,fieldwork
мышь,Хумара,d͡z,дз,d͡zəʁʷɐ,fieldwork,fieldwork
мышь,Инджиджишхо,d͡z,дз,d͡zəʁʷɐ,fieldwork,fieldwork
мышь,Эрсакон,d͡z,дз,d͡zəʁʷɐ,fieldwork,fieldwork
мышь,Жако,d͡z,дз,d͡zəʁʷɐ,fieldwork,fieldwork
нос,Хаджико,p,п,pɐ,fieldwork,fieldwork
нос,Большой Кичмай,p,п,pɐ,fieldwork,fieldwork
нос,Псебе,p,п,pɐ,fieldwork,fieldwork
нос,Агуй-Шапсуг,p,п,pɐ,fieldwork,fieldwork
нос,Псейтук,pʰ,пh,pʰɐ,fieldwork,fieldwork
нос,Нешукай,pʰ,пh,pʰɐ,fieldwork,fieldwork
нос,Б. Псеушхо,p,п,pɐ,fieldwork,fieldwork
нос,Егерухай,p,п,pɐ,fieldwork,fieldwork
нос,М. Псеушхо,p,п,pɐ,fieldwork,fieldwork
нос,Уляп,p,п,pɐ,fieldwork,fieldwork
нос,Вакожиле,p,п,pɐ,fieldwork,fieldwork
нос,Бесленей,p,п,pɐ,fieldwork,fieldwork
нос,Кургоковское,p,п,pɐ,fieldwork,fieldwork
нос,Ходзь,p,п,pɐ,fieldwork,fieldwork
нос,Блечепсин,p,п,pɐ,fieldwork,fieldwork
нос,Хумара,p,п,pɐ,fieldwork,fieldwork
нос,Инджиджишхо,p,п,pɐ,fieldwork,fieldwork
нос,Эрсакон,p,п,pɐ,fieldwork,fieldwork
нос,Жако,p,п,pɐ,fieldwork,fieldwork
ночь,Хаджико,t͡ɕ,ч,t͡ɕɐɕə,fieldwork,fieldwork
ночь,Большой Кичмай,t͡ɕ,ч,t͡ɕɐɕə,fieldwork,fieldwork
ночь,Псебе,t͡ɕ,ч,t͡ɕɐɕə,fieldwork,fieldwork
ночь,Агуй-Шапсуг,t͡ɕ,ч,t͡ɕɐɕə,fieldwork,fieldwork
ночь,Псейтук,t͡ɕ,ч,t͡ɕɐɕə,fieldwork,fieldwork
ночь,Нешукай,t͡ɕ,ч,t͡ɕɐɕə,fieldwork,fieldwork
ночь,М. Псеушхо,t͡ɕ,ч,t͡ɕɐʃə,fieldwork,fieldwork
ночь,Уляп,d͡ʑ,дж,d͡ʑɐɕ,fieldwork,fieldwork
ночь,Вакожиле,ʒ,ж,жэщ,fieldwork,fieldwork
ночь,Бесленей,ʒ,ж,жэщ,fieldwork,fieldwork
ночь,Кургоковское,d͡ʑ,дж,d͡ʑɐɕ,fieldwork,fieldwork
ночь,Ходзь,ʑ,жь,ʑɐɕ,fieldwork,fieldwork
ночь,Блечепсин,ʑ,жь,ʑɐɕ,fieldwork,fieldwork
ночь,Хумара,ʑ,жь,ʑɐŝ,fieldwork,fieldwork
ночь,Инджиджишхо,ʒ,ж,ʒɐŝ,fieldwork,fieldwork
ночь,Эрсакон,ʑ,жь,ʑɐŝ,fieldwork,fieldwork
ночь,Жако,ʒ,ж,ʒɐŝ,fieldwork,fieldwork
отец,Хаджико,t,т,tə,fieldwork,fieldwork
отец,Большой Кичмай,t,т,tə,fieldwork,fieldwork
отец,Агуй-Шапсуг,tː,т:,tːə,fieldwork,fieldwork
отец,Псейтук,t,т,tə,fieldwork,fieldwork
отец,Нешукай,t,т,tə,fieldwork,fieldwork
отец,Егерухай,t,т,tə,fieldwork,fieldwork
отец,М. Псеушхо,t,т,tə,fieldwork,fieldwork
отец,Уляп,d,д,adɐ,fieldwork,fieldwork
отец,Вакожиле,d,д,adɐ,fieldwork,fieldwork
отец,Кургоковское,d,д,adɐ,fieldwork,fieldwork
отец,Ходзь,d,д,adɐ,fieldwork,fieldwork
отец,Блечепсин,d,д,adɐ,fieldwork,fieldwork
отец,Хумара,d,д,adɐ,fieldwork,fieldwork
отец,Инджиджишхо,d,д,adɐ,fieldwork,fieldwork
отец,Эрсакон,d,д,adɐ,fieldwork,fieldwork
отец,Жако,d,д,adɐ,fieldwork,fieldwork
палец руки,Хаджико,pχ,пхъ,ʔɐpχab,fieldwork,fieldwork
палец руки,Большой Кичмай,pχ,пхъ,ʔɐpχab,fieldwork,fieldwork
палец руки,Агуй-Шапсуг,pχ,пхъ,ʔɐpχab,fieldwork,fieldwork
палец руки,Псейтук,χʷ,хъу,ʔɐχʷab,fieldwork,fieldwork
палец руки,Нешукай,χʷ,хъу,ʔɐχʷamb,fieldwork,fieldwork
палец руки,Б. Псеушхо,pχ,пхъ,ʔɐpχab,fieldwork,fieldwork
палец руки,Егерухай,χʷ,хъу,ʔɐχʷamb,fieldwork,fieldwork
палец руки,М. Псеушхо,pχ,пхъ,ʔɐpχabɐ,fieldwork,fieldwork
палец руки,Вакожиле,χʷ,хъу,ʔɐχʷambɐ,fieldwork,fieldwork
палец руки,Ходзь,χʷ,хъу,ʔɐχʷambɐ,fieldwork,fieldwork
палец руки,Хумара,χʷ,хъу,ʔɐχʷambɐ,fieldwork,fieldwork
палец руки,Инджиджишхо,χʷ,хъу,ʔɐχʷambɐ,fieldwork,fieldwork
палец руки,Эрсакон,χʷ,хъу,ʔɐχʷambɐ,fieldwork,fieldwork
палец руки,Жако,χʷ,хъу,ʔɐχʷambɐ,fieldwork,fieldwork
палка,Хаджико,t͡ɕ,ч,bɐt͡ɕə,fieldwork,fieldwork
палка,Большой Кичмай,t͡ɕ,ч,bɐt͡ɕ,fieldwork,fieldwork
палка,Агуй-Шапсуг,xʲ,х’,bɐxʲə,fieldwork,fieldwork
палка,Псейтук,ɕʰ,щh,bɐɕʰə,fieldwork,fieldwork
палка,Нешукай,ɕ,щ,baɕ,fieldwork,fieldwork
палка,М. Псеушхо,ʃ,ш,bɐʃə,fieldwork,fieldwork
палка,Уляп,ɕ,щ,baɕ,fieldwork,fieldwork
палка,Вакожиле,ɕ,щ,baɕ,fieldwork,fieldwork
палка,Кургоковское,t͡ɕ,ч,bat͡ɕ,fieldwork,fieldwork
палка,Ходзь,ɕ,щ,baɕ,fieldwork,fieldwork
палка,Блечепсин,ɕ,щ,baɕ,fieldwork,fieldwork
палка,Хумара,ɕ,щ,baɕ,fieldwork,fieldwork
палка,Инджиджишхо,ʃ,ш,baʃ,fieldwork,fieldwork
палка,Эрсакон,ʃ,ш,baʃ,fieldwork,fieldwork
палка,Жако,ʃ,ш,baʃ,fieldwork,fieldwork
парень,Хаджико,t͡ɕ’,кI,t͡ɕ’aɮɐ,fieldwork,fieldwork
парень,Большой Кичмай,t͡ɕ’,кI,t͡ɕ’aɮɐ,fieldwork,fieldwork
парень,Псебе,t͡ɕ’,кI,t͡ɕ’aɮɐ,fieldwork,fieldwork
парень,Агуй-Шапсуг,t͡ɕ’,кI,t͡ɕ’aɮɐ,fieldwork,fieldwork
парень,Псейтук,t͡ɕ’,кI,t͡ɕ’aɮɐ,fieldwork,fieldwork
парень,Нешукай,t͡ɕ’,кI,t͡ɕ’aɮɐ,fieldwork,fieldwork
парень,Егерухай,t͡ɕ’,кI,t͡ɕ’aɮɐ,fieldwork,fieldwork
парень,М. Псеушхо,t͡ɕ’,кI,t͡ɕ’aɮɐ,fieldwork,fieldwork
парень,Кургоковское,t͡ɕ’,кI,t͡ɕ’aɮɐ,fieldwork,fieldwork
парень,Ходзь,ŝ’,шI,ŝ’aɮɐ,fieldwork,fieldwork
парень,Блечепсин,ŝ’,шI,ŝ’aɮɐ,fieldwork,fieldwork
парень,Хумара,ŝ’,шI,ŝ’aɮɐ,fieldwork,fieldwork
парень,Инджиджишхо,ŝ’,шI,ŝ’aɮɐ,fieldwork,fieldwork
парень,Эрсакон,ŝ’,шI,ŝ’aɮɐ,fieldwork,fieldwork
парень,Жако,ŝ’,шI,ŝ’aɮɐ,fieldwork,fieldwork
пахотное поле,Хаджико,bʁ,бгъ,ɡʷəbʁɐ,fieldwork,fieldwork
пахотное поле,Большой Кичмай,bʁ,бгъ,ɡʷəbʁɐ,fieldwork,fieldwork
пахотное поле,Агуй-Шапсуг,bʁ,бгъ,ɡʷəbʁɐ,fieldwork,fieldwork
пахотное поле,Псейтук,bʁ,бгъ,ɡʷəbʁɐ,fieldwork,fieldwork
пахотное поле,Нешукай,bʁʷ,бгъу,ɡʷəbʁʷɐ,fieldwork,fieldwork
пахотное поле,Уляп,bʁ,бгъ,ɡʷəbʁɐ,fieldwork,fieldwork
пахотное поле,Вакожиле,bʁ,бгъ,ɡʷəbʁɐ,fieldwork,fieldwork
пахотное поле,Кургоковское,bʁʷ,бгъу,ɡʷəbʁʷɐ,fieldwork,fieldwork
пахотное поле,Ходзь,bʁʷ,бгъу,ɡʷəbʁʷɐ,fieldwork,fieldwork
пахотное поле,Блечепсин,bʁ,бгъ,ɡʷəbʁɐ,fieldwork,fieldwork
пахотное поле,Эрсакон,bʁʷ,бгъу,ɡʷəbʁʷɐ,fieldwork,fieldwork
пахотное поле,Жако,bʁʷ,бгъу,ɡʷəbʁʷɐ,fieldwork,fieldwork
пшеница,Хаджико,kʷ,ку,kʷɐt͡sə,fieldwork,fieldwork
пшеница,Большой Кичмай,kʷ,ку,kʷɐt͡sə,fieldwork,fieldwork
пшеница,Агуй-Шапсуг,kʷː,ку:,kʷːɐt͡sːə,fieldwork,fieldwork
пшеница,Псейтук,kʰʷ,ку,kʰʷɐt͡sə,fieldwork,fieldwork
пшеница,Нешукай,kʷ,ку,kʷɐt͡s,fieldwork,fieldwork
пшеница,М. Псеушхо,kʷ,ку,kʷɐt͡sə,fieldwork,fieldwork
пшеница,Уляп,ɡʷ,гу,ɡʷɐd͡z,fieldwork,fieldwork
пшеница,Вакожиле,ɡʷ,гу,ɡʷɐd͡zʲ,fieldwork,fieldwork
пшеница,Кургоковское,ɡʷ,гу,ɡʷɐd͡zʲ,fieldwork,fieldwork
пшеница,Ходзь,ɡʷ,гу,ɡʷɐd͡z,fieldwork,fieldwork
пшеница,Блечепсин,ɡʷ,гу,ɡʷɐd͡zʲ,fieldwork,fieldwork
пшеница,Хумара,ɡʷ,гу,ɡʷɐd͡z,fieldwork,fieldwork
пшеница,Инджиджишхо,ɡʷ,гу,ɡʷɐd͡z,fieldwork,fieldwork
пшеница,Эрсакон,ɡʷ,гу,ɡʷɐd͡z,fieldwork,fieldwork
пшеница,Жако,ɡʷ,гу,ɡʷɐd͡z,fieldwork,fieldwork
рот,Хаджико,ʑ,жь,ʑɐ,fieldwork,fieldwork
рот,Большой Кичмай,ʑ,жь,ʑɐ,fieldwork,fieldwork
рот,Псебе,ʑ,жь,ʑɐ,fieldwork,fieldwork
рот,Агуй-Шапсуг,ʑ,жь,ʑɐ,fieldwork,fieldwork
рот,Псейтук,ʑ,жь,ʑɐ,fieldwork,fieldwork
рот,Нешукай,ʒ,ж,ʒɐ,fieldwork,fieldwork
рот,Егерухай,ʒ,ж,ʒɐ,fieldwork,fieldwork
рот,М. Псеушхо,ʒ,ж,ʒɐ,fieldwork,fieldwork
рот,Уляп,ʒ,ж,ʒɐ,fieldwork,fieldwork
рот,Вакожиле,ʒ,ж,ʒɐ,fieldwork,fieldwork
рот,Бесленей,ʒ,ж,ʒɐ,fieldwork,fieldwork
рот,Кургоковское,ʒ,ж,ʒɐ,fieldwork,fieldwork
рот,Ходзь,ẑ,жъ,ẑɐ,fieldwork,fieldwork
рот,Блечепсин,ẑ,жъ,ẑɐ,fieldwork,fieldwork
рот,Хумара,ẑ,жъ,ẑɐ,fieldwork,fieldwork
рот,Инджиджишхо,ẑ,жъ,ẑɐ,fieldwork,fieldwork
рот,Эрсакон,ʑ,жь,ʑɐ,fieldwork,fieldwork
рот,Жако,ẑ,жъ,ẑɐ,fieldwork,fieldwork
рубашка,Хаджико,ɡʲ,гь,ɡʲanɐ,fieldwork,fieldwork
рубашка,Большой Кичмай,ɡʲ,гь,ɡʲanɐ,fieldwork,fieldwork
рубашка,Агуй-Шапсуг,ɡʲ,гь,ɡʲan,fieldwork,fieldwork
рубашка,Псейтук,ɡʲ,гь,ɡʲanɐ,fieldwork,fieldwork
рубашка,Нешукай,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,М. Псеушхо,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,Уляп,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,Вакожиле,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,Кургоковское,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,Ходзь,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,Блечепсин,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,Хумара,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,Инджиджишхо,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,Эрсакон,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рубашка,Жако,d͡ʑ,дж,d͡ʑanɐ,fieldwork,fieldwork
рыба,Хаджико,p,п,pt͡sɐẑəj,fieldwork,fieldwork
рыба,Большой Кичмай,p,п,pt͡sɐẑəj,fieldwork,fieldwork
рыба,Псебе,p,п,psɐẑəj,fieldwork,fieldwork
рыба,Агуй-Шапсуг,p,п,pːt͡sɐẑəj,fieldwork,fieldwork
рыба,Б. Псеушхо,p,п,pt͡sɐẑəj,fieldwork,fieldwork
рыба,М. Псеушхо,p,п,pt͡sɐẑəj,fieldwork,fieldwork
рыба,Уляп,b,б,bẑeẑje,fieldwork,fieldwork
рыба,Вакожиле,b,б,bd͡zɐẑjɐj,fieldwork,fieldwork
рыба,Бесленей,b,б,bd͡zɐẑjɐj,fieldwork,fieldwork
рыба,Кургоковское,b,б,bd͡ʑɐẑjɐ,fieldwork,fieldwork
рыба,Ходзь,b,б,bd͡zɐẑjɐ,fieldwork,fieldwork
рыба,Блечепсин,b,б,bd͡zɐẑjɐ,fieldwork,fieldwork
рыба,Хумара,b,б,bd͡zɐẑɐj,fieldwork,fieldwork
рыба,Инджиджишхо,b,б,bd͡zɐẑjɐ,fieldwork,fieldwork
рыба,Эрсакон,b,б,bd͡zɐẑjɐj,fieldwork,fieldwork
рыба,Жако,b,б,bd͡zɐẑjɐj,fieldwork,fieldwork
рыба 2,Хаджико,t͡s,ц,pt͡sɐẑəj,fieldwork,fieldwork
рыба 2,Большой Кичмай,t͡s,ц,pt͡sɐẑəj,fieldwork,fieldwork
рыба 2,Псебе,s,с,psɐẑəj,fieldwork,fieldwork
рыба 2,Агуй-Шапсуг,t͡s,ц,pːt͡sɐẑəj,fieldwork,fieldwork
рыба 2,Б. Псеушхо,t͡s,ц,pt͡sɐẑəj,fieldwork,fieldwork
рыба 2,М. Псеушхо,t͡s,ц,pt͡sɐẑəj,fieldwork,fieldwork
рыба 2,Уляп,ẑ,жъ,bẑeẑje,fieldwork,fieldwork
рыба 2,Вакожиле,d͡z,дз,bd͡zɐẑjɐj,fieldwork,fieldwork
рыба 2,Бесленей,d͡z,дз,bd͡zɐẑjɐj,fieldwork,fieldwork
рыба 2,Кургоковское,dʑ,дж,bd͡ʑɐẑjɐ,fieldwork,fieldwork
рыба 2,Ходзь,d͡z,дз,bd͡zɐẑjɐ,fieldwork,fieldwork
рыба 2,Блечепсин,d͡z,дз,bd͡zɐẑjɐ,fieldwork,fieldwork
рыба 2,Хумара,d͡z,дз,bd͡zɐẑɐj,fieldwork,fieldwork
рыба 2,Инджиджишхо,d͡z,дз,bd͡zɐẑjɐ,fieldwork,fieldwork
рыба 2,Эрсакон,d͡z,дз,bd͡zɐẑjɐj,fieldwork,fieldwork
рыба 2,Жако,d͡z,дз,bd͡zɐẑjɐj,fieldwork,fieldwork
свекровь,Хаджико,ɕ,щ,ɡʷaɕɐ,fieldwork,fieldwork
свекровь,Большой Кичмай,ɕ,щ,ɡʷaɕɐ,fieldwork,fieldwork
свекровь,Агуй-Шапсуг,ɕ,щ,ɡʷaɕɐ,fieldwork,fieldwork
свекровь,Псейтук,ɕ,щ,ɡʷaɕɐ,fieldwork,fieldwork
свекровь,Нешукай,ɕ,щ,ɡʷaɕə,fieldwork,fieldwork
свекровь,Егерухай,ɕ,щ,ɡʷaɕɐ,fieldwork,fieldwork
свекровь,М. Псеушхо,ʃ,ш,ɡʷaʃɐ,fieldwork,fieldwork
свекровь,Уляп,ɕ,щ,ɡʷaɕɐ,fieldwork,fieldwork
свекровь,Вакожиле,ɕ,щ,ɡʷaɕɐ,fieldwork,fieldwork
свекровь,Кургоковское,ɕ,щ,ɡʷaɕɐ,fieldwork,fieldwork
свекровь,Ходзь,ŝ,щ,ɡʷaŝɐ,fieldwork,fieldwork
свекровь,Блечепсин,ŝ,щ,ʁʷaŝɐ,fieldwork,fieldwork
свекровь,Хумара,ŝ,щ,ɡʷaŝɐ,fieldwork,fieldwork
свекровь,Инджиджишхо,ŝ,щ,ɡʷaŝɐ,fieldwork,fieldwork
свекровь,Эрсакон,ŝ,щ,ɡʷaŝɐ,fieldwork,fieldwork
свекровь,Жако,ŝ,щ,ɡʷaŝɐ,fieldwork,fieldwork
свинья,Хаджико,qʷ,къу,qʷɐ,fieldwork,fieldwork
свинья,Большой Кичмай,qʷ,къу,qʷɐ,fieldwork,fieldwork
свинья,Агуй-Шапсуг,χʷ,хъу,χʷɐ,fieldwork,fieldwork
свинья,Псейтук,qʰʷ,кхъу,qʰʷɐ,fieldwork,fieldwork
свинья,Нешукай,qʰʷ,кхъу,qʰʷɐ,fieldwork,fieldwork
свинья,М. Псеушхо,qʷ,къу,qʷɐ,fieldwork,fieldwork
свинья,Уляп,qʰʷ,кхъу,qʰʷɐ,fieldwork,fieldwork
свинья,Кургоковское,qʰʷ,кхъу,qʰʷɐ,fieldwork,fieldwork
свинья,Ходзь,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Блечепсин,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Хумара,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Инджиджишхо,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Эрсакон,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Жако,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
селезёнка,Псейтук,t͡ɕʰ,чh,t͡ɕʰɐ,fieldwork,fieldwork
селезёнка,Нешукай,t͡ɕʰ,чh,t͡ɕʰɐ,fieldwork,fieldwork
селезёнка,Уляп,t͡ɕ,ч,t͡ɕɐ,fieldwork,fieldwork
селезёнка,Эрсакон,t͡ɕ,ч,t͡ɕɐ,fieldwork,fieldwork
селение,Хаджико,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,Большой Кичмай,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,Агуй-Шапсуг,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,Псейтук,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,Нешукай,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,М. Псеушхо,t͡ɕ,ч,t͡ɕɐɮaʁʷ,fieldwork,fieldwork
селение,Уляп,ʒ,ж,ʒəɮɐ,fieldwork,fieldwork
селение,Вакожиле,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Кургоковское,d͡ʑ,дж,d͡ʑəɮɐ,fieldwork,fieldwork
селение,Ходзь,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Блечепсин,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Хумара,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Инджиджишхо,ʒ,ж,ʒəɮɐ,fieldwork,fieldwork
селение,Эрсакон,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Жако,ʒ,ж,ʒəɮɐ,fieldwork,fieldwork
селение 2,Нешукай,d͡ʑ,дж,q’ʷad͡ʑ,fieldwork,fieldwork
селение 2,Кургоковское,d͡ʑ,дж,q’ʷad͡ʑɐ,fieldwork,fieldwork
селение 2,Ходзь,ʑ,жь,q’ʷaʑɐ,fieldwork,fieldwork
селение 2,Блечепсин,ʑ,жь,q’ʷaʑɐ,fieldwork,fieldwork
селение 2,Хумара,ʑ,жь,q’ʷaʑɐ,fieldwork,fieldwork
селение 2,Инджиджишхо,ʒ,ж,q’ʷaʒɐ,fieldwork,fieldwork
селение 2,Эрсакон,ʑ,жь,q’ʷaʑɐ,fieldwork,fieldwork
селение 2,Жако,ʒ,ж,q’ʷaʒɐ,fieldwork,fieldwork
синий,Хаджико,,,шъухъуатIэ,fieldwork,fieldwork
синий,Большой Кичмай,,,шъухъуатIэ [sχʷat'e],fieldwork,fieldwork
синий,Агуй-Шапсуг,,,шхъуатIэ,fieldwork,fieldwork
синий,Псейтук,,,шъухъуатIэ,fieldwork,fieldwork
синий,Нешукай,,,шхъуатIэ,fieldwork,fieldwork
синий,М. Псеушхо,,,шъухъуатIэ,fieldwork,fieldwork
